"ID"	"hamlet11"	"hamlet17"	"hamlet22"	"hamlet25"	"hamlet31"	"hamlet41"	"hamlet59"	"hamlet67"
"ko00010"	0.0145956962381001	0.0109670907587717	0.0123787278838648	0.0107665877206243	0.0114035838652376	0.0121603008405344	0.0117754017059195	0.00984525768515161
"ko00020"	0.005646484577266	0.00588999086151445	0.00536775345143874	0.00605359891777858	0.00622733939417727	0.00568650982540658	0.00582536137288126	0.00629287681599447
"ko00030"	0.00646036248913467	0.00599318569170791	0.00645694883595449	0.0058932075848417	0.00608541634047296	0.00657343793480011	0.00641425764292943	0.00569237556548715
"ko00040"	0.00504488055551187	0.00422533455107891	0.00574535059881584	0.00443281147358097	0.00376382790086483	0.0046057148963461	0.00473646348936892	0.00409431161581916
"ko00051"	0.0116047685020441	0.00821730300643641	0.0136634584236808	0.00865430005900679	0.00968029663769981	0.0103552050335844	0.00995979831996654	0.00692302343799981
"ko00052"	0.00870423735743331	0.00752926615634996	0.00752869588197502	0.00785623228490315	0.00718481015970691	0.00746772256756369	0.00813362024205031	0.00861865436042784
"ko00053"	0.00166847733420594	0.00130364415720875	0.00318413682569288	0.00136704530546537	0.00127868895307255	0.00168686063872578	0.00157737254140717	0.00112273257906052
"ko00061"	0.00505549321862743	0.00501649428046761	0.00384189598781831	0.00499156321902255	0.00497436516541614	0.00476948980460323	0.00498088892201685	0.00622144216039758
"ko00071"	0.00375385544066075	0.00377936154390909	0.00441243024936586	0.00367438478177646	0.0034604262582627	0.00360294543275994	0.003595871876488	0.00308460965790746
"ko00072"	0.000590282422853224	0.000520707542778417	0.000814829291289421	0.000475938734539745	0.000556122266133556	0.000587144023726639	0.000571206455172402	0.000399178575798782
"ko00100"	8.69602690389192e-06	3.19872909686177e-05	4.62322559056412e-06	1.37782829958614e-05	2.75070839592507e-05	2.36241653919304e-05	1.1632052485259e-05	6.87130266237898e-05
"ko00120"	0.000334102994078864	0.000217908310379109	5.69404392805571e-05	0.000237058639487366	0.000158049197195057	0.000207761665610226	0.00023598007502316	0.000299514107903879
"ko00121"	0.000272275842505363	0.000206413417482612	0.000157416596091123	0.000226722968956808	0.000152126493811981	0.000194983602128138	0.000234815812200851	0.000305235375766303
"ko00130"	0.0014371796092898	0.00141251574606095	0.00309885338038583	0.00118975863233812	0.00172769998942612	0.00146477620557483	0.00145294701921092	0.00193677031547555
"ko00140"	0.000690118909306493	0.000783566643250726	0.000509839858205177	0.000962839122277973	0.000484517503600608	0.000450581963122797	0.000747057991196744	0.00156562424299688
"ko00190"	0.00593750397539761	0.00679817656643835	0.00662942381832616	0.00658537637233437	0.00641644767019658	0.00659267286296149	0.00638466455440072	0.00860477965433864
"ko00195"	0.00180041182079442	0.00179818665890595	0.00129934071411557	0.00174657929274336	0.00183954158043747	0.00171564674456918	0.00169655391846857	0.00174136055302513
"ko00220"	0.00343544203674222	0.00396596800462169	0.00363923539886971	0.00388225328914926	0.00391733628933269	0.00384149857597438	0.00387182900730276	0.00371930474539328
"ko00230"	0.014346103794135	0.0147826375058302	0.0145739893274841	0.0147576402163923	0.0149444741461006	0.0146212083144807	0.0145143918615856	0.0139399987145157
"ko00240"	0.0111784361233984	0.0108348075196923	0.0108001340704595	0.0111100962796874	0.0112216561513634	0.0106455925366911	0.0107880594224831	0.0101055529749884
"ko00250"	0.00606480776995476	0.00684514936456965	0.00691798448792577	0.00676654570849754	0.0065650749144872	0.00632852609097488	0.00664154756638068	0.00716463805362487
"ko00253"	0.000100534661076721	0.000146946558162444	3.96352780331025e-05	0.000148306495720719	0.000173702609648398	0.00012974403588669	0.000121518691550154	0.000122414148624518
"ko00260"	0.00712999790405457	0.0078684093768879	0.00675850871306677	0.00805942627140554	0.00795292153008112	0.00774943998832215	0.00764557495269306	0.00769581016225473
"ko00261"	0.00140221381341767	0.00170643799183631	0.00181311947434311	0.00168797056664689	0.0015593520557157	0.00151459663302337	0.00160343344206209	0.00197186235028634
"ko00270"	0.00908541341404007	0.00874857051865327	0.00672472877104786	0.00877414567395139	0.00886766531281888	0.00851231909112261	0.0083739921787448	0.00767163807416346
"ko00280"	0.00510856098791013	0.00551279779702906	0.00413685506001097	0.00565536152423615	0.00548005000734746	0.00488263847838374	0.00516073131303007	0.00489072632010804
"ko00281"	0.000580914140392957	0.000566420114881721	0.00106405330745141	0.000566137429948891	0.000645227762332794	0.000583761844177025	0.000605370595133779	0.000355667783965249
"ko00290"	0.0024260471531162	0.0030262055481339	0.00262648575482706	0.00303745863842799	0.00289849808950111	0.00276795641524325	0.00275137457316713	0.00270252381604057
"ko00300"	0.00503973400715447	0.00502766989150353	0.00334433972724051	0.005294525588306	0.00475969332906317	0.00474017217830476	0.00473801126937535	0.00470363450657114
"ko00310"	0.00163584772054544	0.00171832837688444	0.0033804396607825	0.00173607770474658	0.00178522707851939	0.00179615095412066	0.00186108323673388	0.00120534879364154
"ko00311"	0.000210458971561634	0.000286653190995605	0.000193337351060897	0.00036820293517433	0.000237253614127487	0.000238711841678021	0.000274195501480689	0.000312889831597799
"ko00330"	0.00365530499231822	0.00401101556786038	0.00500818183545367	0.00414093753439518	0.00430942559460549	0.00413658760394746	0.00403283794261496	0.00345960619169174
"ko00332"	0.000439159714004903	0.000455734286156999	0.000322327883618625	0.000453136289191331	0.000451830902833665	0.000426097645731946	0.000422770808599985	0.000444971301736812
"ko00333"	0.00152476188271055	0.00175169849557929	0.00170137365594219	0.00163612349847398	0.00167772080506576	0.00175840803009624	0.00174402195000215	0.0022545177403647
"ko00340"	0.0030700986796888	0.00385902457298866	0.00262987289333387	0.00403829827748269	0.00391092584873376	0.00353071761586659	0.00356206110572763	0.00369264819748174
"ko00350"	0.00227841247921071	0.00247595185112754	0.00365815281973666	0.00230027943084239	0.00236568285928402	0.00252507786687381	0.00254353331036169	0.0020006914173614
"ko00360"	0.00317550098070213	0.00300098785960986	0.00360002428807058	0.00304778827089043	0.00298020318241199	0.00295515653216929	0.00299525796639055	0.00235930269385951
"ko00361"	0.000236056123848559	0.00028559543575779	0.000459428902591791	0.000215909811264684	0.000228923499522944	0.00025380976747492	0.000214173691627794	0.000476829760488917
"ko00362"	0.00217050911729579	0.00268953605558833	0.00287675848434134	0.00290987138642632	0.00255366628445657	0.00245078565053206	0.00248446100378321	0.00155155230660258
"ko00364"	9.85591009441709e-05	0.000204489335995823	0.000243858252767736	0.000205724075662663	0.000152913486865124	0.00014339215097594	0.000157428675153098	0.000305743432769823
"ko00365"	1.46983849463688e-05	4.14539877719919e-05	1.35163564360901e-05	2.35312023414735e-05	3.45333297729191e-05	3.91743771203436e-05	2.62036847238053e-05	7.63371839281126e-05
"ko00380"	0.00118009975736579	0.00134798912162696	0.0020984096338487	0.00138607293218759	0.00125357310233399	0.00125779056277917	0.00130057913117385	0.00099246379316734
"ko00400"	0.00522550571923088	0.00587398486531255	0.00443206273348796	0.00579222314698748	0.00612766758488223	0.00543216981233985	0.0054215149037202	0.00515779948956886
"ko00401"	0.00128324545575958	0.00146213366490946	0.000921885929143284	0.00136125518141607	0.00150671865013762	0.00129549998568824	0.00128999962386996	0.00124737096516544
"ko00404"	0	0	0	0	8.79140280228742e-07	1.03270649129837e-07	3.51775780804203e-08	0
"ko00405"	0.00034073808145063	0.000499022695010487	0.000530154474866453	0.000503557413486816	0.000483833192268573	0.000445379882148825	0.000454824993466962	0.000498413898837646
"ko00410"	0.00207680890095657	0.00221614505637066	0.00313689941306856	0.00219659059338021	0.00248957040501026	0.00218052483839505	0.00220941378436627	0.00156577678629882
"ko00430"	0.000962229330758183	0.00118983171674751	0.00137545962439322	0.00115317506018015	0.00106607380677507	0.00113852033293141	0.00114688367435599	0.00112944976189866
"ko00440"	0.000500654178922684	0.000499714016362115	0.00104988833043045	0.000506228770920478	0.000456392187958306	0.000494845088421955	0.000562023052564864	0.000478745445309059
"ko00450"	0.00403246463622211	0.00363001381347383	0.00383648902009222	0.00352592637479175	0.00358055475407422	0.00362958882202171	0.00355833324223545	0.00349074144628486
"ko00460"	0.00173486159684777	0.00184146957637507	0.00102695595638479	0.00207924022965765	0.00145442830651655	0.00148578458109856	0.00172809215839497	0.00257010712915253
"ko00471"	0.000918392990758956	0.00101259361943874	0.000870622136101478	0.00106502628974058	0.000995048540881043	0.000926715532719334	0.000962288197002333	0.000946651235308752
"ko00472"	0.000107302809630329	7.24760385514332e-05	6.28207034391279e-05	8.42413545136194e-05	0.000114842601279128	0.000141014085585672	0.000120384494162264	2.8893838833846e-05
"ko00473"	0.000664908575443888	0.000646612717235559	0.000613303810799923	0.000647828853651802	0.000734229494933244	0.000746048854172658	0.000703021744970793	0.000505696580107545
"ko00480"	0.00135156317127974	0.00180061948750452	0.00287532568302134	0.0015753209572264	0.00188522090043913	0.00164643514391556	0.00162003644406834	0.0020967556520054
"ko00500"	0.0154715536644016	0.0116042241657375	0.00949356539044988	0.0119690274909333	0.0129148961016787	0.0129834687882779	0.012571335572425	0.0107484481865246
"ko00510"	0.000192050858269642	0.000232338436157752	7.18142719172069e-05	0.000230760040706766	0.000224842518864537	0.000166453027004209	0.000222056391119134	0.000398030343269347
"ko00511"	0.00279390605518794	0.0033125666985087	0.00107563259965964	0.00390460156842165	0.00210699209603649	0.0020656518534848	0.00310464681599164	0.00623105530887915
"ko00513"	0.000472777904572342	0.000576438848171548	0.00010278826985046	0.000727037995899438	0.000389843880809601	0.000314599088122632	0.000521221004163847	0.00116581353627518
"ko00514"	3.31868781842406e-06	8.24414715686022e-07	9.67987858024363e-07	1.20559976213787e-06	1.71070071329158e-06	4.12010451346756e-06	5.67590046263627e-06	2.09490934828627e-06
"ko00515"	3.31868781842406e-06	8.24414715686022e-07	9.67987858024363e-07	1.20559976213787e-06	1.6729454571708e-06	4.11235471637308e-06	5.6431173543351e-06	2.09490934828627e-06
"ko00520"	0.0208957236654864	0.0153411681128641	0.0151226605037908	0.0156011325792414	0.0160321167574118	0.0157026659413528	0.0160673721033278	0.0164212671103646
"ko00521"	0.00261573536520101	0.00278000802233221	0.00159714894580597	0.00274791845917294	0.00231003453400951	0.00233862079914262	0.00253238348860141	0.00341279034875224
"ko00522"	4.24054716844163e-06	2.7370568560776e-06	6.60987120282037e-06	2.89444367716266e-06	2.75293473716439e-06	8.47233351565737e-06	6.47075185351916e-06	1.59923364756188e-06
"ko00523"	0.000996944745580849	0.00138015484897688	0.000845723811086713	0.00135042436974631	0.000997631276130252	0.00100706594512755	0.00115950242867514	0.00182188635025418
"ko00524"	0.000903142622201765	0.000709686605321287	0.000436919284035176	0.000642149589384969	0.000620656635183617	0.000647706003768388	0.000688583313542636	0.000799213581639273
"ko00525"	0.000474540449661	0.000684204369871636	0.000457228723188864	0.000712855658697047	0.00047495983181093	0.00047107828974904	0.000558923067657961	0.000919257992104579
"ko00531"	0.000988143841358792	0.00117555724568597	0.000422130528223782	0.00141562744022369	0.000836566024254888	0.000753096795659921	0.00107102806755304	0.00211891910782962
"ko00532"	2.26150917188137e-09	1.20793364935681e-09	1.98478872362252e-06	0	2.41584825810098e-08	6.04638682587272e-09	1.35588845935759e-08	5.71598730773882e-10
"ko00540"	0.00427782649057043	0.00393240709933373	0.00505488963491128	0.00423906994477426	0.00422944206744908	0.0035730988300959	0.00366067253395631	0.0040330028891699
"ko00550"	0.00552528235093378	0.0057302977016831	0.00417956377570872	0.00571420939660506	0.00574736796328223	0.00549245226705818	0.00547076695195114	0.00506936800393546
"ko00561"	0.00314739124540907	0.00287399620632684	0.00325986318844142	0.0027586248764576	0.0032852235805844	0.00322588339175031	0.00317046395798432	0.00228640007492221
"ko00562"	0.00105636998544661	0.00121999815276313	0.00118803221108901	0.00123220479440206	0.00108025421095294	0.0013071432379945	0.00128115048149973	0.00138319116351887
"ko00564"	0.00324445503334662	0.00318437317265408	0.00435873008863989	0.00302188060930087	0.00308786781168962	0.0030875158727059	0.00321277486083257	0.00391465450405311
"ko00565"	2.69390072322802e-05	8.13098103011049e-05	0.000224640585074236	8.90791101883234e-05	7.17082370334713e-05	7.46192332033279e-05	6.81142855960335e-05	8.78076935742162e-05
"ko00571"	2.99144688936642e-05	8.55450182391985e-05	1.52550207750219e-05	4.96534873463355e-05	6.97732935028248e-05	7.91438213410388e-05	5.02891507669273e-05	0.000156434966123352
"ko00590"	8.1781000761488e-05	0.000130637653169747	0.000234904187600769	0.000102386123642985	0.000124879220769167	0.000103004022665088	0.000127430408180563	0.000223988097504784
"ko00591"	2.27642363891261e-06	3.04501091188362e-06	0.000127272722233527	2.44313461168598e-06	8.87300491339454e-06	1.11730874230045e-05	1.84738301114687e-05	6.98829394499115e-06
"ko00592"	0.000153557372326342	0.000223402501027993	0.000488578463488302	0.00020151160247184	0.000258883716708241	0.000251214571960665	0.000241395065755241	0.000196242893833289
"ko00600"	0.00270100818886304	0.00286795708426692	0.00119422922908693	0.00331580364532712	0.00204106173330813	0.00190734628948709	0.00276504224746509	0.00515945951117544
"ko00601"	2.20417661523138e-05	2.67110367882271e-05	2.66557850455963e-06	4.14381861100531e-05	1.19358223963532e-05	1.12433527883817e-05	1.97744892249403e-05	5.4802828551169e-05
"ko00603"	0.00107964640650909	0.00111167767867611	0.000377952883437508	0.00123062238160006	0.000904700444192253	0.000815677283376568	0.00107765930572024	0.00172634612440169
"ko00604"	0.000409385643142338	0.000544220721082538	8.58268109650774e-05	0.000687528769408806	0.000310604175790145	0.000264755015709287	0.000476296131186995	0.00116234995281934
"ko00620"	0.0101569853702615	0.0108625633085142	0.0111113448762795	0.0109404827005239	0.0107104913670977	0.0105199072770681	0.0108496043813147	0.0101278153266379
"ko00621"	6.02663347441512e-05	0.000100421072137721	0.000459233172787062	6.75529871334892e-05	9.4294701399894e-05	0.000112484833997257	0.000132065501813717	0.00014062469319432
"ko00622"	0.000143045449317674	0.000251523054021411	0.000672177329317472	0.000219962048420597	0.000199744311353305	0.000228876910287482	0.000272721962233007	0.000290338180738214
"ko00623"	6.02897608641581e-05	0.000167936780592826	0.000345590285790558	0.000148036403212575	0.000142112291387751	0.000163878485058483	0.000145525332688113	0.000196947940163549
"ko00624"	4.97782765969083e-06	5.55105908561923e-06	3.01285400724785e-06	6.7743224729652e-06	6.86566431323467e-06	1.43826291790181e-05	7.72166649605365e-06	4.20527588053935e-06
"ko00625"	0.00133034907211312	0.00132034121448669	0.00175483892556262	0.00109361990702712	0.00117923942117759	0.00148531316824611	0.0013806253448781	0.00129153417911625
"ko00626"	0.000934202077048661	0.000785769730813646	0.00115939104719374	0.000719094952151953	0.000688760719260676	0.000937598263575496	0.000936762014129304	0.000667398875165799
"ko00627"	0.00102559497545066	0.000934815280168264	0.00137586143609059	0.000888538519848602	0.000909264245964509	0.000931340385352308	0.000919727926207583	0.000543266211173721
"ko00630"	0.00774025074545689	0.00878220667833832	0.00893182216210639	0.00889406845326011	0.00899273790808164	0.00846588142865589	0.00875144813206056	0.00888051392331575
"ko00633"	0.000815133000896088	0.000834771323916119	0.00117115667053141	0.000663178069505241	0.000808997938879274	0.000788368569109091	0.000756389553394508	0.000860921246880289
"ko00640"	0.00791158290361207	0.00779772623423743	0.00884190042153962	0.00772675652602361	0.00779218638218288	0.00761524605589021	0.00798987433805957	0.00732845072534784
"ko00642"	0.000152086735158308	0.000220404599528435	0.000460915396226049	0.000199090561316853	0.000251509009271199	0.000244925595793978	0.00023197051610024	0.000189731878505503
"ko00643"	0.000485019123545351	0.000474303822795178	0.000513602926609223	0.000480435141668096	0.000429350935856548	0.000479586147900048	0.000464791919688705	0.00013553832535878
"ko00650"	0.0062179970443136	0.00630897707916452	0.00881093961283413	0.00640723751047473	0.00616682912394879	0.00620885923772434	0.0063840776179561	0.0049082116783979
"ko00660"	0.00176751894022654	0.00207563573624544	0.00188241616495869	0.00213757941091522	0.00200187989424995	0.00191229884202046	0.00191011522051526	0.00180156438344869
"ko00670"	0.00308314569746553	0.00336682636920509	0.00248283180823113	0.00361149751629964	0.00329477641243365	0.00307772587011197	0.00320869321664191	0.00355283671404483
"ko00680"	0.00755842663687123	0.00724144103293471	0.00734491075621015	0.00751432044577002	0.00720818448700116	0.00731698864109468	0.00747684453058619	0.00643118323071374
"ko00710"	0.00411481672068705	0.00409259908879956	0.00415349145227337	0.00401468565736823	0.00406066954407615	0.00420228650568344	0.00415878542591049	0.00401024942899485
"ko00720"	0.00828829567686997	0.00804414005563142	0.00727942272872519	0.00834710427254283	0.0084414954562094	0.00790228087924062	0.00812339855426691	0.00764810089176502
"ko00730"	0.00328493914567576	0.00318964572571389	0.00247431874819077	0.00320531330481816	0.00318118321908042	0.00293884451450042	0.00299673270173996	0.0031645322463001
"ko00740"	0.00240121268606912	0.00220665497904325	0.00253823171748579	0.00248091638231955	0.00235337746593793	0.00218448268512829	0.00227657719526217	0.00217956862947688
"ko00750"	0.00126916782268187	0.00145437354085492	0.00149480699899151	0.00142106615964713	0.00147709019329115	0.00132343700907742	0.00136079300101508	0.00161858754479934
"ko00760"	0.00373266271834507	0.0037995053534802	0.00470253315504115	0.00375128867054817	0.00373851746426321	0.00368508555363932	0.00373868423221291	0.00360045872834826
"ko00770"	0.00365268671761923	0.00384594471399753	0.00372261081777696	0.00397538367583262	0.00402660526639267	0.00374565602581294	0.00380255485794582	0.00329554870372073
"ko00780"	0.00369754236678534	0.00395167591743998	0.00395566857529126	0.00405120769076791	0.00383488147616683	0.00366771047576273	0.00382153549578739	0.0051032228857275
"ko00785"	0.000209804795417733	0.00027368259764181	0.000369101875024823	0.000266166970932566	0.000255423888656196	0.000257458973963863	0.000273615341215646	0.000452759347992979
"ko00790"	0.00439262049377966	0.00410624091410938	0.00428235237304025	0.00390325114987043	0.00429134752216242	0.00368651135001245	0.0038214396675	0.00409162897076771
"ko00791"	0.000395146494212485	0.000382666567561405	0.000178321870482148	0.00033897569665827	0.000455473469213879	0.00042442597571211	0.000353581111742854	0.000457810990331256
"ko00830"	0.000374102260724715	0.000450712001794439	0.000653968088112972	0.000431744403547102	0.000399648541460305	0.000446609050690487	0.000488365729720141	0.000473509626386529
"ko00860"	0.00724678017568183	0.00600108446564915	0.00465291532886328	0.00566607853505004	0.00762853896887883	0.00650727776966894	0.00642740637496719	0.00510223531057704
"ko00900"	0.00347477977009214	0.00355672840891389	0.00273034537491306	0.00368249599892716	0.00380350175850822	0.00349674317157546	0.00341804619078524	0.0031556842777458
"ko00903"	0.000527122767515152	0.000475804350117608	0.00108428002425445	0.000470679964266493	0.000631550397544075	0.000547319304331875	0.000555477815054761	0.000160409974561679
"ko00906"	1.39486551104197e-05	3.88986343351188e-05	7.39940342905725e-06	2.145680529043e-05	3.45688997070154e-05	3.89056205089325e-05	2.03319766447107e-05	7.29085000649489e-05
"ko00908"	0.000256212249068518	0.00027675881422531	0.000169078475501102	0.000291911053687783	0.000255054257375898	0.00022569215911166	0.000252279351288768	0.000342054706890879
"ko00909"	1.73920538077838e-05	6.39745819372354e-05	9.24645118112824e-06	2.75565659917228e-05	5.50161786702528e-05	4.72483307838609e-05	2.32641049705179e-05	0.00013742605324758
"ko00910"	0.00352318675425654	0.00382981484606652	0.00409683973928914	0.00385095676585912	0.0038348852705372	0.00405965153879611	0.00382982316821084	0.00384468713862003
"ko00920"	0.0045182006822148	0.00443671172007355	0.00666432336638327	0.00426161735331497	0.00438540345162756	0.00460113498209551	0.00452922686699261	0.00432419942219517
"ko00930"	0.000721531324307811	0.000625876747231775	0.000749562781655879	0.000704916772439851	0.000667077872433139	0.000610513511113781	0.000624676978416823	0.000260093977578267
"ko00940"	0.00101647146797446	0.00118702199855268	0.000636956501445487	0.0013619415828536	0.000849632791092464	0.000921782922184188	0.00114432713537867	0.00189470589519666
"ko00941"	3.27364425827076e-05	4.69158711559474e-05	8.71858830968085e-06	5.51278944295125e-05	3.28141277592344e-05	2.46783857721773e-05	4.32027028046621e-05	0.000101450806807517
"ko00944"	0.000107820853486959	0.00013511354040231	0.000122996034302344	0.000163585056931384	8.39924250109567e-05	0.000105497947296658	0.000126982151440264	0.000216587200374146
"ko00945"	3.27364425827076e-05	4.69158711559474e-05	8.71858830968085e-06	5.51278944295125e-05	3.28141277592344e-05	2.46783857721773e-05	4.32027028046621e-05	0.000101450806807517
"ko00950"	0.000722447289321533	0.000812857818747786	0.000472492226255607	0.000740807281111893	0.000802564098290582	0.000696942461898563	0.000691369675280022	0.000652349665340519
"ko00960"	0.00109808968710413	0.00124699049566697	0.00105211927941755	0.00117398551872329	0.00125192617649331	0.00111528380238479	0.00112175336682122	0.00104213186238957
"ko00965"	3.17894460409472e-05	9.46802164774468e-05	0.000119491337721205	0.000100491250921601	7.58907986904475e-05	8.50664679586725e-05	6.9625302852532e-05	8.49214581963865e-05
"ko00966"	0.00024135669897636	0.000301650674719484	0.000171193420535603	0.000308530817086745	0.000277280766071043	0.000269562101683614	0.000251542346859044	0.000294014894332005
"ko00970"	0.00636646491812065	0.00631686327579774	0.00427556679000911	0.00643648009786514	0.00648331231068988	0.00591836998577657	0.00590524086081844	0.00569010488043995
"ko00980"	0.000367879148239128	0.000477874667717965	0.00106466887268189	0.000412112810685678	0.000456384518261109	0.000515711488912718	0.0005216644472714	0.000525313697019352
"ko00981"	0.000120266239059716	0.000153663491114516	0.000496841854354906	0.000122820516565372	0.000192378132784195	0.000187453209451894	0.000191639429470662	8.37350709442193e-05
"ko00982"	0.000376495736218922	0.000520179348253124	0.00106931308166241	0.000425282962917168	0.000482850848233196	0.000540984316377869	0.000532515865383674	0.000596517642905401
"ko00983"	0.00239273831036855	0.00218372419413222	0.00232332020572557	0.00223560247716459	0.00223035556853999	0.00214955474757854	0.00223006763635042	0.00222584072569288
"ko00984"	3.92491022216957e-05	4.37359254273331e-05	9.8407066581332e-05	5.96116610417517e-05	3.21097483750464e-05	4.57889656842269e-05	5.40096399985133e-05	8.1100962612802e-05
"ko01040"	0.00129135189021992	0.00154914123949344	0.00192713340555325	0.00142951538849941	0.00147278770652003	0.00158517613030377	0.00155836345590894	0.00195638301237797
"ko01051"	0.000790361266479108	0.00066231572825178	0.000527656983267115	0.000593172841424528	0.000727874448002576	0.000773728270765728	0.000762146538616381	0.000414999645017815
"ko01052"	7.64440616100008e-05	8.02548096798541e-05	2.4669402327594e-05	6.39351998805223e-05	7.35546984856264e-05	0.000119920340327506	8.963887308007e-05	9.69195917049251e-05
"ko01053"	0.0004349900029163	0.000540918146276593	0.00190020488117307	0.000488244819908997	0.000497754800341617	0.000910401990700232	0.000805126857098117	0.00061300059751069
"ko01054"	0.00035164696183112	0.000320900951816803	0.000289727196343245	0.000312857448172581	0.000290754698421595	0.000612724767729401	0.000481536258280164	0.000217358735271254
"ko01055"	0.000378889889828477	0.000546203300291331	0.000281689939684603	0.000586243985967193	0.000371959022272759	0.000361630052994041	0.000428339694595911	0.000661241837814501
"ko01056"	9.96005379749007e-05	0.000144350829543341	3.81849600344299e-05	0.000146372113161927	0.00016830916168101	0.00012851206361638	0.000118455294115006	0.000117139700283249
"ko01057"	3.13711445654342e-06	8.26830582984736e-07	6.28455873827737e-06	1.20760825820141e-06	2.15662706524534e-06	4.06437359367102e-06	5.87741881079446e-06	2.04232189849475e-06
"ko01059"	5.2848598258349e-05	9.22883050914291e-05	0.000198616381653182	5.87169932077166e-05	8.48395610050907e-05	0.000128570615930828	8.59959165400844e-05	0.000153010832635499
"ko01062"	8.73152089125475e-06	3.19872909686177e-05	4.65212075050515e-06	1.37782829958614e-05	2.75785629408652e-05	2.36565651209501e-05	1.17193309087126e-05	6.88526872470089e-05
"ko01100"	0.146869248936163	0.147681392211859	0.141867881904407	0.149481652419193	0.148885108730554	0.143873302942518	0.146017580623888	0.148118086421806
"ko01110"	0.0595672607806381	0.0621073528553384	0.0575800833405424	0.0624531668525963	0.0642515327468701	0.0602701173142834	0.0607602524867983	0.0609290605515648
"ko01120"	0.0489791213286409	0.0484964300429999	0.0558044930627313	0.0485651479397763	0.0487559409757333	0.049855839814928	0.049442895425214	0.0442372604153713
"ko01130"	0.0465840857998969	0.0498031039880941	0.0443806566740509	0.0497746752959297	0.0500338876982538	0.0476453497775128	0.0482308128971797	0.0487972366996485
"ko01200"	0.0245815341262824	0.0252541750145075	0.0241694965675315	0.0255916681402294	0.0251345266355278	0.0247548849211232	0.0252082674498091	0.0244519563397032
"ko01210"	0.00567348220697601	0.00676526950894832	0.00552168867923608	0.00687545794910646	0.00668199143887	0.00632858670168759	0.00628640059251992	0.00595106933785803
"ko01212"	0.00634902622813599	0.00660283786084752	0.00575406365124853	0.00657288017929891	0.00646143515283004	0.00616641782954191	0.00635472337285626	0.00720948591676601
"ko01220"	0.00252976805131627	0.00232814334313427	0.00444772232695998	0.00229353730664278	0.0024250033814508	0.00262750949755821	0.00262748512480014	0.00177951129701726
"ko01230"	0.0288953276235208	0.0310167627526698	0.0241431778926046	0.0317631443005945	0.0312604334793097	0.0300170098325655	0.0299046208148711	0.0283794855957516
"ko01501"	0.0055215787020074	0.00537208130271612	0.00818018483662085	0.00537647168069963	0.00542119592052542	0.00580387863891394	0.00582311850220659	0.00537384827314942
